T/s,I_se/nA,Type
20.05,8.0554,$\mathit{I}_\mathrm{PE}$
20.06666667,7.91379,$\mathit{I}_\mathrm{PE}$
20.08333333,7.95356,$\mathit{I}_\mathrm{PE}$
20.1,7.92477,$\mathit{I}_\mathrm{PE}$
20.11666667,7.51817,$\mathit{I}_\mathrm{PE}$
20.13333333,7.79727,$\mathit{I}_\mathrm{PE}$
20.15,7.69018,$\mathit{I}_\mathrm{PE}$
20.16666667,7.43153,$\mathit{I}_\mathrm{PE}$
20.18333333,7.49047,$\mathit{I}_\mathrm{PE}$
20.2,7.46302,$\mathit{I}_\mathrm{PE}$
20.21666667,7.2985,$\mathit{I}_\mathrm{PE}$
20.23333333,7.29975,$\mathit{I}_\mathrm{PE}$
20.25,6.95715,$\mathit{I}_\mathrm{PE}$
20.26666667,6.90299,$\mathit{I}_\mathrm{PE}$
20.28333333,6.83272,$\mathit{I}_\mathrm{PE}$
20.3,6.93782,$\mathit{I}_\mathrm{PE}$
20.31666667,6.80959,$\mathit{I}_\mathrm{PE}$
20.33333333,6.66161,$\mathit{I}_\mathrm{PE}$
20.35,6.54926,$\mathit{I}_\mathrm{PE}$
20.36666667,6.51847,$\mathit{I}_\mathrm{PE}$
20.38333333,6.20763,$\mathit{I}_\mathrm{PE}$
20.4,6.35356,$\mathit{I}_\mathrm{PE}$
20.41666667,6.43471,$\mathit{I}_\mathrm{PE}$
20.43333333,6.23136,$\mathit{I}_\mathrm{PE}$
20.45,6.31267,$\mathit{I}_\mathrm{PE}$
20.46666667,6.21489,$\mathit{I}_\mathrm{PE}$
20.48333333,6.04927,$\mathit{I}_\mathrm{PE}$
20.5,5.86554,$\mathit{I}_\mathrm{PE}$
20.51666667,5.81762,$\mathit{I}_\mathrm{PE}$
20.53333333,5.93787,$\mathit{I}_\mathrm{PE}$
20.55,5.77125,$\mathit{I}_\mathrm{PE}$
20.56666667,5.49734,$\mathit{I}_\mathrm{PE}$
20.58333333,5.39634,$\mathit{I}_\mathrm{PE}$
20.6,5.45754,$\mathit{I}_\mathrm{PE}$
20.61666667,5.42535,$\mathit{I}_\mathrm{PE}$
20.63333333,5.48836,$\mathit{I}_\mathrm{PE}$
20.65,5.46164,$\mathit{I}_\mathrm{PE}$
20.66666667,5.33964,$\mathit{I}_\mathrm{PE}$
20.68333333,5.09572,$\mathit{I}_\mathrm{PE}$
20.7,5.22428,$\mathit{I}_\mathrm{PE}$
20.71666667,5.15201,$\mathit{I}_\mathrm{PE}$
20.73333333,4.85721,$\mathit{I}_\mathrm{PE}$
20.75,5.04415,$\mathit{I}_\mathrm{PE}$
20.76666667,4.9894,$\mathit{I}_\mathrm{PE}$
20.78333333,4.92924,$\mathit{I}_\mathrm{PE}$
20.8,4.66384,$\mathit{I}_\mathrm{PE}$
20.81666667,4.67179,$\mathit{I}_\mathrm{PE}$
20.83333333,4.71255,$\mathit{I}_\mathrm{PE}$
20.85,4.56274,$\mathit{I}_\mathrm{PE}$
20.86666667,4.52258,$\mathit{I}_\mathrm{PE}$
20.88333333,4.56977,$\mathit{I}_\mathrm{PE}$
20.9,4.53929,$\mathit{I}_\mathrm{PE}$
20.91666667,4.45411,$\mathit{I}_\mathrm{PE}$
20.93333333,4.18164,$\mathit{I}_\mathrm{PE}$
20.95,4.17094,$\mathit{I}_\mathrm{PE}$
20.96666667,4.34452,$\mathit{I}_\mathrm{PE}$
20.98333333,4.0645,$\mathit{I}_\mathrm{PE}$
21,4.18051,$\mathit{I}_\mathrm{PE}$
21.01666667,3.97379,$\mathit{I}_\mathrm{PE}$
21.03333333,4.02756,$\mathit{I}_\mathrm{PE}$
21.05,3.84152,$\mathit{I}_\mathrm{PE}$
21.06666667,3.8471,$\mathit{I}_\mathrm{PE}$
21.08333333,3.7525,$\mathit{I}_\mathrm{PE}$
21.1,3.80437,$\mathit{I}_\mathrm{PE}$
21.11666667,3.83845,$\mathit{I}_\mathrm{PE}$
21.13333333,3.65168,$\mathit{I}_\mathrm{PE}$
21.15,3.67824,$\mathit{I}_\mathrm{PE}$
21.16666667,3.60924,$\mathit{I}_\mathrm{PE}$
21.18333333,3.33334,$\mathit{I}_\mathrm{PE}$
21.2,3.30404,$\mathit{I}_\mathrm{PE}$
21.21666667,3.07499,$\mathit{I}_\mathrm{PE}$
21.23333333,2.83333,$\mathit{I}_\mathrm{PE}$
21.25,2.746,$\mathit{I}_\mathrm{PE}$
21.26666667,2.6015,$\mathit{I}_\mathrm{PE}$
21.28333333,2.47455,$\mathit{I}_\mathrm{PE}$
21.3,2.25055,$\mathit{I}_\mathrm{PE}$
21.31666667,2.12012,$\mathit{I}_\mathrm{PE}$
21.33333333,1.93274,$\mathit{I}_\mathrm{PE}$
21.35,1.88218,$\mathit{I}_\mathrm{PE}$
21.36666667,1.80335,$\mathit{I}_\mathrm{PE}$
21.38333333,1.76938,$\mathit{I}_\mathrm{PE}$
21.4,1.79184,$\mathit{I}_\mathrm{PE}$
21.41666667,1.73939,$\mathit{I}_\mathrm{PE}$
21.43333333,1.69562,$\mathit{I}_\mathrm{PE}$
21.45,1.73475,$\mathit{I}_\mathrm{PE}$
21.46666667,1.67543,$\mathit{I}_\mathrm{PE}$
21.48333333,1.65028,$\mathit{I}_\mathrm{PE}$
21.5,1.73663,$\mathit{I}_\mathrm{PE}$
21.51666667,1.7313,$\mathit{I}_\mathrm{PE}$
21.53333333,1.63064,$\mathit{I}_\mathrm{PE}$
21.55,1.64913,$\mathit{I}_\mathrm{PE}$
21.56666667,1.64077,$\mathit{I}_\mathrm{PE}$
21.58333333,1.60252,$\mathit{I}_\mathrm{PE}$
21.6,1.59444,$\mathit{I}_\mathrm{PE}$
21.61666667,1.58179,$\mathit{I}_\mathrm{PE}$
21.63333333,1.59081,$\mathit{I}_\mathrm{PE}$
21.65,1.55884,$\mathit{I}_\mathrm{PE}$
21.66666667,1.56893,$\mathit{I}_\mathrm{PE}$
21.68333333,1.58627,$\mathit{I}_\mathrm{PE}$
21.7,1.58635,$\mathit{I}_\mathrm{PE}$
21.71666667,1.55217,$\mathit{I}_\mathrm{PE}$
21.73333333,1.59255,$\mathit{I}_\mathrm{PE}$
21.75,1.51185,$\mathit{I}_\mathrm{PE}$
21.76666667,1.50538,$\mathit{I}_\mathrm{PE}$
21.78333333,1.53355,$\mathit{I}_\mathrm{PE}$
21.8,1.57305,$\mathit{I}_\mathrm{PE}$
21.81666667,1.51092,$\mathit{I}_\mathrm{PE}$
21.83333333,1.47516,$\mathit{I}_\mathrm{PE}$
21.85,1.53851,$\mathit{I}_\mathrm{PE}$
21.86666667,1.49305,$\mathit{I}_\mathrm{PE}$
21.88333333,1.46523,$\mathit{I}_\mathrm{PE}$
21.9,1.45501,$\mathit{I}_\mathrm{PE}$
21.91666667,1.45464,$\mathit{I}_\mathrm{PE}$
21.93333333,1.48464,$\mathit{I}_\mathrm{PE}$
21.95,1.47418,$\mathit{I}_\mathrm{PE}$
21.96666667,1.41007,$\mathit{I}_\mathrm{PE}$
21.98333333,1.49301,$\mathit{I}_\mathrm{PE}$
22,1.42013,$\mathit{I}_\mathrm{PE}$
22.01666667,1.42225,$\mathit{I}_\mathrm{PE}$
22.03333333,1.43998,$\mathit{I}_\mathrm{PE}$
22.05,1.43675,$\mathit{I}_\mathrm{PE}$
22.06666667,1.3826,$\mathit{I}_\mathrm{PE}$
22.08333333,1.40635,$\mathit{I}_\mathrm{PE}$
22.1,1.35736,$\mathit{I}_\mathrm{PE}$
22.11666667,1.38119,$\mathit{I}_\mathrm{PE}$
22.13333333,1.34296,$\mathit{I}_\mathrm{PE}$
22.15,1.35945,$\mathit{I}_\mathrm{PE}$
22.16666667,1.37615,$\mathit{I}_\mathrm{PE}$
22.18333333,1.30861,$\mathit{I}_\mathrm{PE}$
22.2,1.3834,$\mathit{I}_\mathrm{PE}$
22.21666667,1.36777,$\mathit{I}_\mathrm{PE}$
22.23333333,1.32325,$\mathit{I}_\mathrm{PE}$
22.25,1.32035,$\mathit{I}_\mathrm{PE}$
22.26666667,1.29359,$\mathit{I}_\mathrm{PE}$
22.28333333,1.26425,$\mathit{I}_\mathrm{PE}$
22.3,1.30037,$\mathit{I}_\mathrm{PE}$
22.31666667,1.27693,$\mathit{I}_\mathrm{PE}$
22.33333333,1.28886,$\mathit{I}_\mathrm{PE}$
22.35,1.25056,$\mathit{I}_\mathrm{PE}$
22.36666667,1.24013,$\mathit{I}_\mathrm{PE}$
22.38333333,1.21268,$\mathit{I}_\mathrm{PE}$
22.4,1.28627,$\mathit{I}_\mathrm{PE}$
22.41666667,1.21788,$\mathit{I}_\mathrm{PE}$
22.43333333,1.20228,$\mathit{I}_\mathrm{PE}$
22.45,1.20734,$\mathit{I}_\mathrm{PE}$
22.46666667,1.22557,$\mathit{I}_\mathrm{PE}$
22.48333333,1.21826,$\mathit{I}_\mathrm{PE}$
22.5,1.23413,$\mathit{I}_\mathrm{PE}$
22.51666667,1.20012,$\mathit{I}_\mathrm{PE}$
22.53333333,1.21774,$\mathit{I}_\mathrm{PE}$
22.55,1.13834,$\mathit{I}_\mathrm{PE}$
22.56666667,1.15351,$\mathit{I}_\mathrm{PE}$
22.58333333,1.17727,$\mathit{I}_\mathrm{PE}$
22.6,1.18737,$\mathit{I}_\mathrm{PE}$
22.61666667,1.14441,$\mathit{I}_\mathrm{PE}$
22.63333333,1.11535,$\mathit{I}_\mathrm{PE}$
22.65,1.13599,$\mathit{I}_\mathrm{PE}$
22.66666667,1.08091,$\mathit{I}_\mathrm{PE}$
22.68333333,1.12016,$\mathit{I}_\mathrm{PE}$
22.7,1.06771,$\mathit{I}_\mathrm{PE}$
22.71666667,1.1074,$\mathit{I}_\mathrm{PE}$
22.73333333,1.07147,$\mathit{I}_\mathrm{PE}$
22.75,1.08857,$\mathit{I}_\mathrm{PE}$
22.76666667,1.09532,$\mathit{I}_\mathrm{PE}$
22.78333333,1.02741,$\mathit{I}_\mathrm{PE}$
22.8,1.04742,$\mathit{I}_\mathrm{PE}$
22.81666667,1.04684,$\mathit{I}_\mathrm{PE}$
22.83333333,1.03671,$\mathit{I}_\mathrm{PE}$
22.85,1.05999,$\mathit{I}_\mathrm{PE}$
22.86666667,1.02384,$\mathit{I}_\mathrm{PE}$
22.88333333,0.991384,$\mathit{I}_\mathrm{PE}$
22.9,1.03177,$\mathit{I}_\mathrm{PE}$
22.91666667,1.01408,$\mathit{I}_\mathrm{PE}$
22.93333333,1.01797,$\mathit{I}_\mathrm{PE}$
22.95,1.00676,$\mathit{I}_\mathrm{PE}$
22.96666667,0.961084,$\mathit{I}_\mathrm{PE}$
22.98333333,0.939089,$\mathit{I}_\mathrm{PE}$
23,0.971412,$\mathit{I}_\mathrm{PE}$
23.01666667,0.934003,$\mathit{I}_\mathrm{PE}$
23.03333333,0.967868,$\mathit{I}_\mathrm{PE}$
23.05,0.912991,$\mathit{I}_\mathrm{PE}$
23.06666667,0.913449,$\mathit{I}_\mathrm{PE}$
23.08333333,0.907579,$\mathit{I}_\mathrm{PE}$
23.1,0.948817,$\mathit{I}_\mathrm{PE}$
23.11666667,0.902757,$\mathit{I}_\mathrm{PE}$
23.13333333,0.901137,$\mathit{I}_\mathrm{PE}$
23.15,0.869529,$\mathit{I}_\mathrm{PE}$
23.16666667,0.92019,$\mathit{I}_\mathrm{PE}$
23.18333333,0.900083,$\mathit{I}_\mathrm{PE}$
23.2,0.868795,$\mathit{I}_\mathrm{PE}$
23.21666667,0.874459,$\mathit{I}_\mathrm{PE}$
23.23333333,0.848209,$\mathit{I}_\mathrm{PE}$
23.25,0.875823,$\mathit{I}_\mathrm{PE}$
23.26666667,0.854089,$\mathit{I}_\mathrm{PE}$
23.28333333,0.854676,$\mathit{I}_\mathrm{PE}$
23.3,0.86591,$\mathit{I}_\mathrm{PE}$
23.31666667,0.813104,$\mathit{I}_\mathrm{PE}$
23.33333333,0.82724,$\mathit{I}_\mathrm{PE}$
23.35,0.844601,$\mathit{I}_\mathrm{PE}$
23.36666667,0.795025,$\mathit{I}_\mathrm{PE}$
23.38333333,0.798033,$\mathit{I}_\mathrm{PE}$
23.4,0.814238,$\mathit{I}_\mathrm{PE}$
23.41666667,0.798811,$\mathit{I}_\mathrm{PE}$
23.43333333,0.815081,$\mathit{I}_\mathrm{PE}$
23.45,0.759867,$\mathit{I}_\mathrm{PE}$
23.46666667,0.771918,$\mathit{I}_\mathrm{PE}$
23.48333333,0.759369,$\mathit{I}_\mathrm{PE}$
23.5,0.745073,$\mathit{I}_\mathrm{PE}$
23.51666667,0.774095,$\mathit{I}_\mathrm{PE}$
23.53333333,0.734156,$\mathit{I}_\mathrm{PE}$
23.55,0.73741,$\mathit{I}_\mathrm{PE}$
23.56666667,0.717787,$\mathit{I}_\mathrm{PE}$
23.58333333,0.72985,$\mathit{I}_\mathrm{PE}$
23.6,0.723217,$\mathit{I}_\mathrm{PE}$
23.61666667,0.700836,$\mathit{I}_\mathrm{PE}$
23.63333333,0.703077,$\mathit{I}_\mathrm{PE}$
23.65,0.69681,$\mathit{I}_\mathrm{PE}$
23.66666667,0.682804,$\mathit{I}_\mathrm{PE}$
23.68333333,0.692267,$\mathit{I}_\mathrm{PE}$
23.7,0.683405,$\mathit{I}_\mathrm{PE}$
23.71666667,0.685659,$\mathit{I}_\mathrm{PE}$
23.73333333,0.680174,$\mathit{I}_\mathrm{PE}$
23.75,0.652081,$\mathit{I}_\mathrm{PE}$
23.76666667,0.641814,$\mathit{I}_\mathrm{PE}$
23.78333333,0.67329,$\mathit{I}_\mathrm{PE}$
23.8,0.660788,$\mathit{I}_\mathrm{PE}$
23.81666667,0.63159,$\mathit{I}_\mathrm{PE}$
23.83333333,0.621452,$\mathit{I}_\mathrm{PE}$
23.85,0.619927,$\mathit{I}_\mathrm{PE}$
23.86666667,0.621753,$\mathit{I}_\mathrm{PE}$
23.88333333,0.603288,$\mathit{I}_\mathrm{PE}$
23.9,0.605164,$\mathit{I}_\mathrm{PE}$
23.91666667,0.613447,$\mathit{I}_\mathrm{PE}$
23.93333333,0.604301,$\mathit{I}_\mathrm{PE}$
23.95,0.569241,$\mathit{I}_\mathrm{PE}$
23.96666667,0.562262,$\mathit{I}_\mathrm{PE}$
23.98333333,0.564682,$\mathit{I}_\mathrm{PE}$
24,0.567953,$\mathit{I}_\mathrm{PE}$
24.01666667,0.569117,$\mathit{I}_\mathrm{PE}$
24.03333333,0.560247,$\mathit{I}_\mathrm{PE}$
24.05,0.531579,$\mathit{I}_\mathrm{PE}$
24.06666667,0.520227,$\mathit{I}_\mathrm{PE}$
24.08333333,0.542377,$\mathit{I}_\mathrm{PE}$
24.1,0.512221,$\mathit{I}_\mathrm{PE}$
24.11666667,0.496123,$\mathit{I}_\mathrm{PE}$
24.13333333,0.506595,$\mathit{I}_\mathrm{PE}$
24.15,0.489801,$\mathit{I}_\mathrm{PE}$
24.16666667,0.487977,$\mathit{I}_\mathrm{PE}$
24.18333333,0.485938,$\mathit{I}_\mathrm{PE}$
24.2,0.471928,$\mathit{I}_\mathrm{PE}$
24.21666667,0.459934,$\mathit{I}_\mathrm{PE}$
24.23333333,0.467463,$\mathit{I}_\mathrm{PE}$
24.25,0.446961,$\mathit{I}_\mathrm{PE}$
24.26666667,0.433387,$\mathit{I}_\mathrm{PE}$
24.28333333,0.424537,$\mathit{I}_\mathrm{PE}$
24.3,0.428198,$\mathit{I}_\mathrm{PE}$
24.31666667,0.427202,$\mathit{I}_\mathrm{PE}$
24.33333333,0.409584,$\mathit{I}_\mathrm{PE}$
24.35,0.416406,$\mathit{I}_\mathrm{PE}$
24.36666667,0.40886,$\mathit{I}_\mathrm{PE}$
24.38333333,0.399773,$\mathit{I}_\mathrm{PE}$
24.4,0.373549,$\mathit{I}_\mathrm{PE}$
24.41666667,0.377878,$\mathit{I}_\mathrm{PE}$
24.43333333,0.361226,$\mathit{I}_\mathrm{PE}$
24.45,0.366658,$\mathit{I}_\mathrm{PE}$
24.46666667,0.359382,$\mathit{I}_\mathrm{PE}$
24.48333333,0.331989,$\mathit{I}_\mathrm{PE}$
24.5,0.328964,$\mathit{I}_\mathrm{PE}$
24.51666667,0.326595,$\mathit{I}_\mathrm{PE}$
24.53333333,0.32663,$\mathit{I}_\mathrm{PE}$
24.55,0.314476,$\mathit{I}_\mathrm{PE}$
24.56666667,0.308135,$\mathit{I}_\mathrm{PE}$
24.58333333,0.295103,$\mathit{I}_\mathrm{PE}$
24.6,0.278177,$\mathit{I}_\mathrm{PE}$
24.61666667,0.276299,$\mathit{I}_\mathrm{PE}$
24.63333333,0.272472,$\mathit{I}_\mathrm{PE}$
24.65,0.270994,$\mathit{I}_\mathrm{PE}$
24.66666667,0.262538,$\mathit{I}_\mathrm{PE}$
24.68333333,0.255945,$\mathit{I}_\mathrm{PE}$
24.7,0.23349,$\mathit{I}_\mathrm{PE}$
24.71666667,0.236407,$\mathit{I}_\mathrm{PE}$
24.73333333,0.231098,$\mathit{I}_\mathrm{PE}$
24.75,0.223093,$\mathit{I}_\mathrm{PE}$
24.76666667,0.209905,$\mathit{I}_\mathrm{PE}$
24.78333333,0.207993,$\mathit{I}_\mathrm{PE}$
24.8,0.200223,$\mathit{I}_\mathrm{PE}$
24.81666667,0.183235,$\mathit{I}_\mathrm{PE}$
24.83333333,0.18233,$\mathit{I}_\mathrm{PE}$
24.85,0.169889,$\mathit{I}_\mathrm{PE}$
24.86666667,0.168855,$\mathit{I}_\mathrm{PE}$
24.88333333,0.154191,$\mathit{I}_\mathrm{PE}$
24.9,0.145987,$\mathit{I}_\mathrm{PE}$
24.91666667,0.142143,$\mathit{I}_\mathrm{PE}$
24.93333333,0.130501,$\mathit{I}_\mathrm{PE}$
24.95,0.121944,$\mathit{I}_\mathrm{PE}$
24.96666667,0.119811,$\mathit{I}_\mathrm{PE}$
24.98333333,0.10789,$\mathit{I}_\mathrm{PE}$
25,0.109142,$\mathit{I}_\mathrm{PE}$
25.01666667,0.105121,$\mathit{I}_\mathrm{PE}$
